comment,token
클리오 코랄덕후인데 진짜 사랑해요❤️❤️❤️,"['클리오', '코랄', '덕후', '진짜', '사랑']"
언니다 언니야 아 예뻐 ,"['언니', '언니']"
언니 넘 이뻐용  진짜 메이크업 너무 이뻐요유왤케이뻐용 ,"['언니', '진짜', '메이크업', '유', '케']"
아 온니 진짜 너무 예뻐요 사랑스럽구,"['온', '진짜']"
존나 예쁘다 진짜 언니 컬러렌즈 너무 예뻐요,"['존나', '진짜', '언니', '컬러', '렌즈']"
痩せた〜可愛い〜,[]
日本語字幕嬉しい🥰コスメに20万はさすがアルムちゃんだ,[]
와 언니 이거진짜미친 너무이뻐요 진짜 썸네일보고 와 하면서 들어왔는데 오프닝보고 진짜 깜짝놀래서 에펠탑정상에 돗자리 피고왔잖아요,"['언니', '거', '진짜', '진짜', '썸네일', '보고', '오프닝', '보고', '진짜', '깜짝', '에펠탑', '정상', '돗자리', '피고']"
この顔になりたかった人生でした…,[]
韓国コスメでクリオが1番好き！,[]
와 와아 진짜 원브랜드중에 이번 클리오꺼가 역대급인것같아요 진짜 아니 맨날 역대급이라고 생각했는 진짜 진심이로 지금까지 원브랜드 메컵의 역대대대대대급 썸넬부터 그냥 지나칠수없는 아가아가하면서도 청순예쁨 다해먹는 송이언니 항상 잘보고있어요 스킵할거 하나하나없이 1분1초가 모두 팬아저에요  와 언니 사랑해요 항상 응원해요 ,"['진짜', '브랜드', '이번', '클리오', '역대', '것', '진짜', '역대', '생각', '진짜', '진심', '이로', '지금', '브랜드', '메컵', '역대', '대대', '썸넬', '그냥', '아가', '청순', '다해', '송이', '항상', '스킵', '하나', '모두', '팬', '저', '언니', '사랑', '항상', '응원']"
헐 메이크업 완전 제스타일너무 이뻐요,"['메이크업', '완전', '스타일']"
마지막에 인사 너무 기여워여 다음엔 에스쁘아 해주세욥,"['마지막', '인사', '기여', '워', '다음', '에스쁘', '욥']"
24:16 여신  ♥️,['여신']
아악 사랑해요  ,"['아악', '사랑']"
まぶたいじってるのわかりやす！！でもかわいい！努力がすごい！,[]
코쉐딩브러쉬 진짜 모예요,"['코', '쉐딩', '브러쉬', '진짜', '모']"
이쁜 송이언니❤️,['송이']
いつも通りかわいいです,[]
와 진짜 예쁘다 어이 없을 정도,"['진짜', '어이', '정도']"
CLIOが好きなので嬉しいです🥳♥︎今日も綺麗です❤️,[]
すっぴんの時点で勝ち組や…🥰🥰,[]
썸네일 존예 뭐냐썸네일 감동 이뻐서 감동,"['썸네일', '존예', '뭐', '썸네일', '감동', '감동']"
우와와 언니♡♡♡♡♡,['언니']
에쓰쁘아,['에쓰쁘']
アルムソンイちゃんの１つ１つのパーツが好きすぎる特に口がめっちゃすき🤭,[]
かわいい,[]
可愛い！前回のハイライトもとても良かったです❤️クリオのキルカバー使ってます色白めですが、首も白めに色を合わせるととても綺麗に見えますよね〜,[]
헐 언니 진짜진짜너무 예뻐요 요정같아여  입술도 너무너무 예쁘고진짜 리즈에요 요즘,"['언니', '진짜진짜', '요정', '입술', '진짜', '리즈', '요즘']"
マスカラの所謎に尺長め,[]
와글리어,['글리']
リップ可愛い登録した,[]
カワイー！,[]
썸네일 완전 장만원 싸장님 같아융,"['썸네일', '완전', '장만', '장님', '융']"
언니 쿠션 들때마다 언니집 뷰가 보이네요❤,"['언니', '쿠션', '때', '언니', '집', '뷰']"
언니 진심 이거 언니 이 메이크업 개찰떡인것같아요 이 메이크업 맨날 해주세요  인생 메크업 찾으신것같애요 ,"['언니', '진심', '거', '언니', '이', '메이크업', '개', '찰떡', '것', '이', '메이크업', '인생', '메', '업', '것', '애']"
innisfreeでメイクして欲しいです☺️innisfree 메이크업 해 주었으면합니다 ❤︎,"['메이크업', '해']"
이분이 그그 얼짱 컴싸아라 그분이신가요뷰,"['이분', '그', '얼짱', '컴', '분', '가요', '뷰']"
핑베도 잘어울리고 걍다잘어울림인간코랄,"['핑베', '어울림', '인간', '코랄']"
Innisfree縛りメイクやって欲しいです❤,[]
Watching from Philippines ❤️ I’ve been watching your vlogs for a few months now and I wish you have English subtitles so that I can understand it better Although some of your videos have English subtitle Except this one  Thank you,[]
언니 렌즈 정보가 너무너무 궁금해요❤️,"['언니', '렌즈', '정보']"
썸네일이뻐서 안들어올수가없어요❤,['썸네일']
핑크핑크한거 되게 잘 어울리시는거 같아여저도 저번주에 클리오 팔레트 샀는데 보고 함 따라해봐야겠어여>-<,"['핑크', '핑크', '거', '도', '저번', '주', '클리오', '팔레트', '보고', '함']"
とても参考になりました大好きですありがとうございますううう♡♡♡,[]
アイドルメイクが見たいです❗,[]
いつもメイク参考にさせてもらってます！감사합니다〜❤️❤️,[]
オンニとってもかわいいです♡CLIOを買うか迷っていましたが、これを見て購入することにしました日本で買うとハイブランドのファンデーションくらいの値段がするので、今度韓国に行った時に買いますね,[]
可愛いくてずっーと見ていたい,[]
첨엔 핑크 컬러 너무 쨍해보였는데 그렇게 바르니까 진짜 덜 부담스럽게 예쁘네용완전 꿀팁,"['첨', '핑크', '컬러', '쨍', '진짜', '덜', '부담', '용', '완전', '꿀팁']"
ETUDE HOUSEでしてほしいです❣,[]
와  썸네일  이쁘다♡,['썸네일']
헐 이번 영상 진짜 역대급이에요  요정이 따로 없네 진짜  너무 예뻐요  ,"['이번', '영상', '진짜', '역대', '요정', '진짜']"
진짜존예링 ❤️,"['진짜', '존', '예링']"
언니 은근 입술 스머징 안하고 테두리 뚜렷한 느낌도 새롭고 잘 어울리는 것 같아요,"['언니', '은근', '입술', '스머징', '안', '테두리', '느낌', '새', '것']"
아름송이처럼 귀엽고 이쁘고 싶다,"['아름', '송이']"
21:48 오른쪽 아래에 사람있어서 깜짝놀람 ,"['오른쪽', '아래', '사람', '깜짝', '놀람']"
かわいすぎ,[]
メイク後がちょっとだけ絵ever glowのイロンちゃんに似てる！！,[]
언니 오버립하지마요 안해두 입술 모양 존예에요❤️,"['언니', '오버', '립하', '마', '안해', '입술', '모양', '존예']"
예뻐욧,['욧']
클리오에서는 란제리가 젤 밝은 호수더라구여,"['클리오', '란제리', '젤', '호수', '더', '구']"
오늘 메이크업 너무이뻐여 완전찰떡 담에는 투쿨포스쿨 해주세요,"['오늘', '메이크업', '완전', '찰떡', '담', '투쿨', '포스', '쿨']"
23:19 부터 밑에 보고 계실때 뭔가 예스리아님이 보였어요  이번 영상 최고 ❤︎,"['부터', '밑', '보고', '때', '뭔가', '예스리', '이번', '영상', '최고']"
입술 짱예뻐,['입술']
이글립스도 해주세요,['이글립스']
코랄이 아니라 쿨톤 메이크업 같아여 넘 예뻐,"['코랄', '쿨톤', '메이크업']"
日本語字幕ありがとうございます🤝かわいい❤️❤️,[]
귀엽습니다메이크업 방법이 참고가 됩니다일본에서 응원할게요,"['메이크업', '방법', '참고', '일본', '응원']"
いつも可愛くて観てます！,[]
너무 귀엽다 사랑 해요 ❤,"['사랑', '해']"
송이님 화장 진짜 잘하시네요썸네일보고 홀린듯이 들어왔어요만수무강 채널 되세요,"['송이', '화장', '진짜', '썸네일', '보고', '홀린', '듯이', '만수무강', '채널']"
일본어가 너무 많아서 댓글달기 고민했지만 오늘도 언니 미모 열일한다❤,"['일본어', '고민', '오늘', '언니', '미모', '일']"
이번 메이크업 너무 귀여워요♡♡,"['이번', '메이크업']"
チャンネル登録しました귀엽다 🥺 방언⬆翻訳したのでへんです,['방언']
너무 귀여워요 ,[]
와 얼굴라인 완전 샤프해지셔서 훨씬더예뻐요 진짜 얼굴이반쪽이에요❤,"['얼굴', '라인', '완전', '샤프', '더', '진짜', '얼굴', '반쪽']"
お人形さんみたいでかわい！クリオのメイクさんこうにさせていた抱きます！,[]
렌즈정보좀요,"['렌즈', '정보', '좀']"
오늘 메컵 진짜 예쁨,"['오늘', '메컵', '진짜']"
日本人ですが、いつも参考にしてます☺字幕とてもわかりやすいです！,[]
언니너무예뻐요,['언니']
메이크업 넘나리 내스탈,"['메이크업', '스탈']"
LAKA 원브랜드 해주세용,['브랜드']
이번머리 너무 맘에든다는♀️♀️❤️❤️담번엔 또 뭐하지,"['이번', '머리', '맘', '담번', '또', '뭐']"
10:33  이마 때리는거 일상인가봐요  아무렇지도 않아 ,"['이마', '일상']"
The makeup has changed so much I want to try Korean makeup I think I will look beautiful with it,[]
12:06 생각치도 못한부분,"['생각', '치도', '못', '부분']"
머리 대존예 과하지않게 넣어서 더 잘어우러지고 이뻐요   근데 얼굴이 다함 ^^ ,"['머리', '존예', '과', '더', '얼굴', '함']"
10:33 아니 왜 당연하다는듯이 맞아욬 귀여워  ,"['왜', '맞아욬']"
ほんとに可愛くて最近はずーと見てます！なんかすっぴんとかもよく載せてくれるから好感と親近感すごいわくし、字幕があるからとっても助かるし、もうほんとだいすきです¨̮♡︎ 日本の方でもいいんだけどインスタが見たいのですがURLコピーできないし…なんと検索したら良いんでしょうか？わかる方いますか？˚‧º·(˚ ˃̣̣̥⌓︎˂̣̣̥ )‧º·˚,[]
眉毛書くの上手すぎん…髪色可愛い……,[]
めっちゃ可愛い〜！髪色ももちろん可愛いけど、ふわふわした髪型も憧れる✨,[]
美容院で待ってくれてるとか優しすぎんか,[]
私は日本人です♪私は韓国が大好きで今、韓国語を練習しています！もし、よかったら今度、韓国語の講座をして欲しいです♪,[]
요즘 아름송이님한테 빠져서 영상 정주행중인데넘나 재밌어요,"['요즘', '아름', '송이', '영상', '정', '주행', '데넘']"
今までで一番好きなメイクかもしれない！！すごく好きです真似しよう！！素顔も素敵だけど、お化粧するともっと綺麗になるのすごいですね！化粧映えのする顔って、まさにこのことなんだなぁ…。パーツも配置も骨格も良い人のことを言うんだね…,[]
이번 머리 레전드 찍었다,"['이번', '머리', '레전드']"
かわいいいい髪伸ばしたくなるうう,[]
可愛すぎやて、、🥺,[]
すっぴんでも可愛すぎない！？,[]
7:16 글리터뭔가여,"['글리터', '뭔가']"
完成したお顔はもちろん綺麗なんだけどどうしてもすっぴんのほうが好きすっぴん大好き,[]
진짜 송이언니 존예탱구리 힁 ♥️,"['진짜', '송이', '존예', '구리', '힁']"
11:39 네 좋슴돠12:06너 머리 너무 이뻐왜케 웃기죠 이 커플 너무 좋아 송이님 채널 없었을 땐 무슨 재미로 세상을 살았을 ( ˃̣̣̥᷄⌓˂̣̣̥᷅ )머리 묶은 것도 너무 이뻐요 ,"['네', '좋슴돠', '너', '머리', '이뻐왜케', '웃기', '이', '커플', '송이', '채널', '땐', '무슨', '재미', '세상', '머리', '것']"
기장추가 9만원이라는거에 진짜 깜짝놀라따,"['기장', '추가', '진짜', '깜짝', '놀', '라따']"
헐 언니 인스타 구경중이였는데 알람떠서 달려왔어요 오늘도 너무 예뻐요❤️,"['언니', '인스타', '중이', '알람', '오늘']"
어케 언니는 말하는것도 귀여운걸까 왜그런걸까❤️❤️,"['어케', '언니', '말', '왜']"
개이뻐요 진짜 외국머리같음,"['개', '진짜', '외국', '머리']"
10:33 중독성 쩐다,"['중독', '쩐다']"
めたんこ可愛いからずっと大好き,[]
언니 시그니쳐 쿠션 공구 해주세요 ,"['언니', '그니', '쿠션', '공구']"
可愛い❤️　天使だ,[]
めっちゃ可愛い❤️私もその色に染めたいな〜,[]
今回もかわいい♥なんで力入れて時間かけてする時よりササッと適当にするときの方がメイクって上手くいくの…,[]
いつも、拝見させてもらってます！とても可愛い,[]
可愛い,[]
저는 일본 사람입니다당신은 여신입니다　🥰,"['저', '일본', '사람', '당신', '여신']"
5:10 섀도우바를때 브러쉬알려주세용 ,"['섀도우', '때', '브러쉬']"
10:33 딱 소리남 너무 귀여웡,"['소리', '남', '귀여웡']"
すっぴんも可愛いしメイクしても可愛いから羨ましいです顔の輪郭すごく綺麗✨,[]
So pretty❤❤,[]
와 존나예뻐 진짜 얼굴 개예쁘다,"['존나', '진짜', '얼굴', '개']"
,[]
so cute………,[]
バリ美人じゃん　サムネ女神かと思った,[]
